"Sr. No.","Page","College Code","College Name","Course Code","Course Name","Status","Level","Stage","Caste/Category","Cut‑off Rank","Cut‑off Percentile"
"7760","692","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513024510","Computer Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOPENS","78688","71.59658"
"7761","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","128528","45.57846"
"7762","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","125277","47.90767"
"7763","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOBCH","137228","40.10662"
"7764","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSCH","149515","30.96871"
"7765","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSEBCH","141538","36.92915"
"7766","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LSTH","147110","32.83441"
"7767","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LNT2H","146663","33.09997"
"7768","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","128841","45.52192"
"7769","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","149119","31.31989"
"7770","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","134679","42.15972"
"7771","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSCO","153916","27.51233"
"7772","693","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513029310","Electrical Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOBCS","135435","41.32613"
"7773","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","152088","28.77327"
"7774","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GVJH","172933","8.94617"
"7775","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT3H","159880","22.17259"
"7776","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","162187","20.13442"
"7777","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","168823","13.63366"
"7778","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","127372","46.38282"
"7779","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOBCH","126376","47.4207"
"7780","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSCH","161587","20.94107"
"7781","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","179135","0.74009"
"7782","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GVJH","165921","16.298"
"7783","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GNT2H","171617","10.44659"
"7784","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSEBCH","172584","9.53593"
"7785","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LNT2H","172760","9.39218"
"7786","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LSEBCH","169635","12.61351"
"7787","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","169750","12.61351"
"7788","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","167856","14.3617"
"7789","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSCO","174446","7.1519"
"7790","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","179248","0.59345"
"7791","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT3O","152298","28.70037"
"7792","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GVJO","175154","6.23308"
"7793","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSEBCO","176934","3.89399"
"7794","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOPENS","147949","32.09774"
"7795","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOBCS","146081","33.69538"
"7796","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","State Level","VII","DEFSCS","177797","2.75618"
"7797","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","State Level","VII","DEFSEBCS","177880","2.59319"
"7798","694","5130","Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","513061210","Mechanical Engineering","Un-Aided","State Level","VII","ORPHAN","179490","0.22819"
"7799","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","108678","57.21633"
"7800","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","140456","38.02952"
"7801","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT1H","156222","25.59369"
"7802","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","110744","56.565"
"7803","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","94940","63.96125"
"7804","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCH","133761","42.22164"
"7805","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","104517","60.07437"
"7806","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","PWDOPENH","169314","13.09915"
"7807","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","114210","54.18004"
"7808","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSEBCH","109702","57.0471"
"7809","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LSTH","101211","60.62374"
"7810","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","124795","47.98428"
"7811","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","139725","38.53922"
"7812","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCO","164273","18.41428"
"7813","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT2O","115396","53.76948"
"7814","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","State Level","I","TFWS","94790","63.96125"
"7815","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOBCS","90659","66.01649"
"7816","695","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513919110","Civil Engineering","Un-Aided","State Level","VII","ORPHAN","111639","55.35594"
"7817","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","44609","84.60874"
"7818","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","73036","73.8487"
"7819","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSTH","157591","24.30946"
"7820","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GVJH","54856","81.03783"
"7821","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","51224","82.24486"
"7822","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","61363","78.45075"
"7823","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","43570","85.09824"
"7824","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","61449","78.44408"
"7825","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSCO","120332","50.86181"
"7826","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","54597","81.04852"
"7827","696","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924510","Computer Engineering","Un-Aided","State Level","I","DEFOPENS","131223","43.95659"
"7828","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","56465","80.42988"
"7829","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT1H","64122","77.64114"
"7830","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","56535","80.42988"
"7831","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","47280","83.74406"
"7832","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","56539","80.42988"
"7833","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","68499","75.62126"
"7834","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","69965","75.19728"
"7835","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","79744","71.13769"
"7836","697","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513924610","Information Technology","Un-Aided","State Level","I","EWS","101782","60.54671"
"7837","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","47037","83.74475"
"7838","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","60975","78.81049"
"7839","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","61393","78.45075"
"7840","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","49533","82.85902"
"7841","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","59517","79.1872"
"7842","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","82070","70.2544"
"7843","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","II","LVJO","113227","54.39202"
"7844","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","II","LNT1O","109031","57.19599"
"7845","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","80099","70.87229"
"7846","698","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513937210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","DEFOPENS","73367","73.79567"
"7847","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","60466","78.95612"
"7848","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","78669","71.59658"
"7849","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","104544","60.07437"
"7850","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","94205","64.65002"
"7851","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","LSEBCO","109932","57.0471"
"7852","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT3O","111309","55.87632"
"7853","699","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513946410","Instrumentation and Control Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOBCS","65402","76.79977"
"7854","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","78285","71.7115"
"7855","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","99536","62.25348"
"7856","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","110918","56.565"
"7857","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","80581","70.61786"
"7858","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","II","LSEBCH","162043","20.72892"
"7859","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","93626","65.22989"
"7860","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GVJO","116695","52.99352"
"7861","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GNT2O","120400","50.86181"
"7862","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","155940","25.64827"
"7863","700","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513950710","Chemical Engineering","Un-Aided","State Level","I","TFWS","80406","70.87229"
"7864","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","72068","74.36144"
"7865","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GVJH","146264","33.5586"
"7866","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","83280","69.76044"
"7867","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT2H","118689","51.78629"
"7868","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","90985","65.93663"
"7869","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","70326","75.01143"
"7870","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","115165","53.82031"
"7871","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","150770","30.32656"
"7872","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","170095","11.99717"
"7873","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","120274","50.93072"
"7874","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT2O","114849","54.05502"
"7875","701","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513961210","Mechanical Engineering","Un-Aided","State Level","I","TFWS","76992","72.23388"
"7876","702","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513984410","Electronics and Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","60955","78.81049"
"7877","702","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513984410","Electronics and Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","91736","65.55092"
"7878","702","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513984410","Electronics and Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","99200","62.72164"
"7879","702","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513984410","Electronics and Computer Engineering","Un-Aided","State Level","I","EWS","171463","10.86563"
"7880","702","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513984410","Electronics and Computer Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOPENS","62446","78.14966"
"7881","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","90623","66.01649"
"7882","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","93396","65.22989"
"7883","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","78296","71.7115"
"7884","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCH","126984","46.51029"
"7885","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","78391","71.7115"
"7886","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","119609","51.13964"
"7887","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","137579","39.74819"
"7888","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","119610","51.13964"
"7889","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GVJO","121065","50.60041"
"7890","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","State Level","I","TFWS","70432","74.97091"
"7891","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513991610","Automation and Robotics","Un-Aided","State Level","VII","ORPHAN","91125","65.88123"
"7892","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513999510","Artificial Intelligence and Data Science","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","40571","86.13224"
"7893","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513999510","Artificial Intelligence and Data Science","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GVJH","99833","61.89087"
"7894","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513999510","Artificial Intelligence and Data Science","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCH","92866","65.36271"
"7895","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513999510","Artificial Intelligence and Data Science","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","52305","81.84204"
"7896","703","5139","Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","513999510","Artificial Intelligence and Data Science","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","62043","78.19738"
