"Sr. No.","Page","College Code","College Name","Course Code","Course Name","Status","Level","Stage","Caste/Category","Cut‑off Rank","Cut‑off Percentile"
"12804","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFOBCS","65383","76.79977"
"12805","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","31090","89.48244"
"12806","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","49810","82.77787"
"12807","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","32603","88.97514"
"12808","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","56983","80.2358"
"12809","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","23267","92.25507"
"12810","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","43978","84.84823"
"12811","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","38987","86.7802"
"12812","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","25155","91.6093"
"12813","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSCO","80774","70.52155"
"12814","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","38410","86.88913"
"12815","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","32188","89.1373"
"12816","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","State Level","I","DEFOBCS","126773","47.01138"
"12817","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","State Level","I","EWS","57747","79.936"
"12818","1075","6281","Modern Education Society's Wadia College of Engineering, Pune","628191610","Automation and Robotics","Un-Aided","State Level","VII","ORPHAN","33160","88.77427"
"12819","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224510","Computer Engineering","Un-Aided Autonomous","State Level","I","GOPENS","9749","96.76962"
"12820","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224510","Computer Engineering","Un-Aided Autonomous","State Level","I","GSCS","27297","90.83312"
"12821","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224510","Computer Engineering","Un-Aided Autonomous","State Level","I","GOBCS","10106","96.65926"
"12822","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224510","Computer Engineering","Un-Aided Autonomous","State Level","I","LOPENS","10743","96.42495"
"12823","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224510","Computer Engineering","Un-Aided Autonomous","State Level","I","EWS","11843","96.09956"
"12824","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224510","Computer Engineering","Un-Aided Autonomous","State Level","I-NON PWD","PWDSCS","17204","94.30301"
"12825","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","GOPENS","11468","96.20344"
"12826","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","GSCS","26712","90.99239"
"12827","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","GOBCS","12633","95.82572"
"12828","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","GSEBCS","12296","95.95095"
"12829","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","LOPENS","11487","96.20344"
"12830","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","LSCS","35517","88.01945"
"12831","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","LOBCS","13150","95.64914"
"12832","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","LSEBCS","12131","95.99867"
"12833","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I","EWS","18053","93.99588"
"12834","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","II","LSTS","81088","70.50083"
"12835","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628224610","Information Technology","Un-Aided Autonomous","State Level","I-NON PWD","PWDSCS","30224","89.80151"
"12836","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","GOPENS","20671","93.11318"
"12837","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","GSCS","57001","80.2358"
"12838","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","LOPENS","27656","90.77737"
"12839","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","LOBCS","41272","85.93431"
"12840","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","DEFOPENS","67465","76.13585"
"12841","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","TFWS","30427","89.7788"
"12842","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","DEFROBCS","67739","76.12688"
"12843","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628229310","Electrical Engineering","Un-Aided Autonomous","State Level","I","EWS","49139","82.9979"
"12844","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","GOPENS","15011","95.03339"
"12845","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","GSCS","36407","87.55985"
"12846","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","GOBCS","17579","94.16306"
"12847","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","GSEBCS","19663","93.45576"
"12848","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","LOPENS","9040","97.00785"
"12849","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","LSCS","39537","86.52603"
"12850","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","LNT1S","50480","82.70868"
"12851","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","LOBCS","16706","94.44517"
"12852","1076","6282","All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","628237210","Electronics and Telecommunication Engg","Un-Aided Autonomous","State Level","I","LSEBCS","20178","93.28446"
